playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
2495341,null,Cecil Shorts,WR,TB,WR,TB,null,1.2065,null,null,null,147,null,null,0.0779,null,null,null,2.3752,0,5.0913,null
2495347,null,Lee Smith,TE,OAK,TE,OAK,null,1.4618,null,null,null,65,null,null,0.1633,null,null,null,2.5274,0,6.4956,null
2495353,null,Julius Thomas,TE,JAC,TE,JAC,null,5.3885,null,null,null,32,null,null,0.3014,null,null,null,9.3166,0,15.1145,null
2495425,null,Scott Tolzien,QB,IND,QB,IND,null,0.358,null,null,null,55,null,null,0.0831,null,null,null,0.694,0.008,4.1346,null
2495438,null,Kyle Rudolph,TE,MIN,TE,MIN,null,12.1876,null,null,null,4,null,null,0.2781,null,null,null,15.8188,7,8.404,null
2495441,null,Blaine Gabbert,QB,SF,QB,SF,null,14.1464,null,null,null,23,null,null,0.5061,null,null,null,15.161,12.62,4.0022,null
2495443,null,Ryan Mallett,QB,BAL,QB,BAL,null,0.3046,null,null,null,56,null,null,0.088,null,null,null,0.5213,0.12,4.0254,null
2495448,null,Randall Cobb,WR,GB,WR,GB,null,11.7609,null,null,null,29,null,null,0.1122,null,null,null,13.5645,7.8975,5.0406,null
2495449,null,Tandon Doss,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,null,null
2495450,null,A.J. Green,WR,CIN,WR,CIN,null,18.9459,null,null,null,3,null,null,0.4116,null,null,null,22.0655,13.64,4.3498,null
2495453,null,Andre Holmes,WR,OAK,WR,OAK,null,3.8425,null,null,null,107,null,null,0.1792,null,null,null,5.0445,1.93,5.879,null
2495454,null,Julio Jones,WR,ATL,WR,ATL,null,19.8655,null,null,null,2,null,null,1.1133,null,null,null,23.0119,14.5,4.8323,null
2495455,null,Cam Newton,QB,CAR,QB,CAR,null,10.5576,null,null,null,29,null,null,0.9823,null,null,null,15.8921,0,12.0457,null
2495459,null,Torrey Smith,WR,SF,WR,SF,null,9.6414,null,null,null,43,null,null,0.2108,null,null,null,12.2152,5.0062,6.5756,null
2495461,null,Shaun Draughn,RB,SF,RB,SF,null,4.7487,null,null,null,59,null,null,0.2133,null,null,null,6.1192,2.3984,6.0891,null
2495466,null,Mark Ingram,RB,NO,RB,NO,null,5.9868,null,null,null,47,null,null,0.0695,null,null,null,9.4039,0,null,null
2495467,null,Taiwan Jones,RB,OAK,RB,OAK,null,1.9201,null,null,null,89,null,null,0.1088,null,null,null,3.1249,0,null,null
2495469,null,Dion Lewis,RB,NE,RB,NE,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
2495470,null,Stevan Ridley,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
2495471,null,Jacquizz Rodgers,RB,TB,RB,TB,null,11.5554,null,null,null,22,null,null,0.1577,null,null,null,14.6459,7.8462,8.6853,null
2495472,null,Jordan Todman,RB,IND,RB,IND,null,0.5084,null,null,null,113,null,null,0.0627,null,null,null,1.1892,0,null,null
2495473,null,Shane Vereen,RB,NYG,RB,NYG,null,4.0032,null,null,null,69,null,null,0.0464,null,null,null,6.9213,0,null,null
2495558,null,Dwayne Bowe,WR,FA,WR,FA,null,0,null,null,null,188,null,null,0,null,null,null,0,0,3.4371,null
2495560,null,Ahmad Bradshaw,RB,FA,RB,FA,null,0,null,null,null,132,null,null,0,null,null,null,0,0,null,null
